Style,Colour,Size,Description,Category,PLU,Unit Cost,Unit Retail,Units,Brand
B-5661,TAN,12,RAW EDGE CREAM FUR,LADIES S/SKIN,0000702903,318.00,795.00,0,ASHWOOD
B-5661,TAN,14,RAW EDGE CREAM FUR,LADIES S/SKIN,0000702904,318.00,795.00,0,ASHWOOD
B-5661,TAN,16,RAW EDGE CREAM FUR,LADIES S/SKIN,0000702905,318.00,795.00,0,ASHWOOD
B-5661,TAN,18,RAW EDGE CREAM FUR,LADIES S/SKIN,0000702906,318.00,795.00,0,ASHWOOD
B-5674,BLACK,12,LARGE ZIP/PATCH BRN FUR,LADIES S/SKIN,0002064203,498.00,"1,245.00",0,ASHWOOD
B-5674,BLUE,14,LARGE ZIP/PATCH BRN FUR,LADIES S/SKIN,0000686904,498.00,"1,245.00",0,ASHWOOD
B-5674,BLUE,16,LARGE ZIP/PATCH BRN FUR,LADIES S/SKIN,0000686905,498.00,"1,245.00",0,ASHWOOD
B-5674,GREEN,10,LARGE ZIP/PATCH BRN FUR,LADIES S/SKIN,0000688102,498.00,"1,245.00",0,ASHWOOD
B-5674,GREEN,14,LARGE ZIP/PATCH BRN FUR,LADIES S/SKIN,0000688104,498.00,"1,245.00",0,ASHWOOD
B-5674,GREEN,16,LARGE ZIP/PATCH BRN FUR,LADIES S/SKIN,0000688105,498.00,"1,245.00",0,ASHWOOD
BALMET,BORDUEX,12,SIDE ZIP BIKER SHEEP,LADIES JACKETS,0001323803,75.00,189.00,0,ASHWOOD
BALMET,BORDUEX,14,SIDE ZIP BIKER SHEEP,LADIES JACKETS,0001323804,75.00,189.00,0,ASHWOOD
BARCELONA,BROWN,M,biker jacket,MENS JACKETS,0002786304,0.00,199.00,0,ASHWOOD
BARCELONA,BROWN,XL,biker jacket,MENS JACKETS,0002786306,0.00,199.00,0,ASHWOOD
BARCELONA,BROWN,2XL,biker jacket,MENS JACKETS,0002786307,0.00,199.00,0,ASHWOOD
BASEBALL BOMMER 2,BLACK,S,baseball bomber,MENS JACKETS,0002811303,0.00,209.00,0,ASHWOOD
BASEBALL BOMMER 2,BLACK,2XL,baseball bomber,MENS JACKETS,0002811307,0.00,209.00,0,ASHWOOD
BASEBALL BOMMER 2,BLACK,3XL,baseball bomber,MENS JACKETS,0002811308,0.00,229.00,0,ASHWOOD
BASEBALL BOMMER 2,TAN,XS,baseball bomber,MENS JACKETS,0002812702,0.00,209.00,0,ASHWOOD
BASEBALL BOMMER 2,TAN,S,baseball bomber,MENS JACKETS,0002812703,0.00,209.00,0,ASHWOOD
BASEBALL BOMMER 2,TAN,M,baseball bomber,MENS JACKETS,0002812704,0.00,209.00,0,ASHWOOD
BASEBALL BOMMER 2,TAN,XL,baseball bomber,MENS JACKETS,0002812706,0.00,209.00,0,ASHWOOD
BASEBALL BOMMER 2,TAN,2XL,baseball bomber,MENS JACKETS,0002812707,0.00,209.00,0,ASHWOOD
BASEBALL BOMMER 2,TAN,4XL,baseball bomber,MENS JACKETS,0002812709,0.00,249.00,0,ASHWOOD
BBJ-001,LT.GRAY,10,LADIES BIKER,LADIES JACKETS,0001932002,80.00,189.00,0,ASHWOOD
BBJ-001,LT.GRAY,12,LADIES BIKER,LADIES JACKETS,0001932003,80.00,189.00,0,ASHWOOD
BBJ-001,LT.GRAY,14,LADIES BIKER,LADIES JACKETS,0001932004,80.00,189.00,0,ASHWOOD
BBJ-001,LT.GRAY,16,LADIES BIKER,LADIES JACKETS,0001932005,80.00,189.00,0,ASHWOOD
BBJ-001,NAVY,10,LADIES BIKER,LADIES JACKETS,0001930802,80.00,189.00,0,ASHWOOD
BBJ-001,NAVY,12,LADIES BIKER,LADIES JACKETS,0001930803,80.00,189.00,0,ASHWOOD
BBJ-001,NAVY,14,LADIES BIKER,LADIES JACKETS,0001930804,80.00,189.00,0,ASHWOOD
BBJ-001,NAVY,16,LADIES BIKER,LADIES JACKETS,0001930805,80.00,189.00,0,ASHWOOD
BILLY,NAVY,,bum bag,MAN BAG,0004045400,0.00,49.95,0,ASHWOOD
birch,BLACK,ONE SIZE,wash bag,ACCESSORIES,0004867300,0.00,49.99,0,ASHWOOD
birch,CHESTNUT,ONE SIZE,wash bag,ACCESSORIES,0004867400,0.00,49.99,0,ASHWOOD
BIRMINGHAM,COGNAC/APP,8,3/4 SINGLE BRESTED SHEEP,LADIES JACKETS,0000439501,75.00,189.00,0,ASHWOOD
BIRMINGHAM,MID BROWN/APP,10,3/4 SINGLE BRESTED SHEEP,LADIES JACKETS,0000441902,75.00,189.00,0,ASHWOOD
BIRMINGHAM,MID BROWN/APP,20,3/4 SINGLE BRESTED SHEEP,LADIES JACKETS,0000441907,75.00,209.00,0,ASHWOOD
BM-2846,WHITE,8,PERFORATED BIKER,LADIES JACKETS,0001933201,70.00,195.00,0,ASHWOOD
BM-2846,WHITE,10,PERFORATED BIKER,LADIES JACKETS,0001933202,70.00,195.00,0,ASHWOOD
BM-2846,WHITE,12,PERFORATED BIKER,LADIES JACKETS,0001933203,70.00,195.00,0,ASHWOOD
BM-2846,WHITE,14,PERFORATED BIKER,LADIES JACKETS,0001933204,70.00,195.00,0,ASHWOOD
BM-2846,WHITE,16,PERFORATED BIKER,LADIES JACKETS,0001933205,70.00,195.00,0,ASHWOOD
BM-2846,WHITE,18,PERFORATED BIKER,LADIES JACKETS,0001933206,70.00,195.00,0,ASHWOOD
BNR-08,BLACK/ANI,S,BIKER JACKET SHEEP,MENS JACKETS,0000197903,58.00,145.00,0,ASHWOOD
BNR-08,BLACK/ANI,M,BIKER JACKET SHEEP,MENS JACKETS,0000197904,58.00,145.00,0,ASHWOOD
BNR-08,BLACK/ANI,L,BIKER JACKET SHEEP,MENS JACKETS,0000197905,58.00,145.00,0,ASHWOOD
BNR-08,COGNAC/APP,S,BIKER JACKET SHEEP,MENS JACKETS,0000199303,58.00,145.00,0,ASHWOOD
